fecha,estacion_mm,imerg_mm,cmorph_mm
2016-08-23,0.0,5.12499976,0.0
2016-08-24,13.5,6.164999799,4.78499983
2016-08-25,1.1,6.8699999275,2.1149999499999996
2016-08-26,3.0,15.55999959559,12.54
2016-08-27,3.6,13.67499983915,17.84499975
2016-08-28,1.1,4.1749998040000005,15.019999349999999
2016-08-29,0.0,0.0,0.0
2016-08-30,0.0,0.6599999814999999,1.27499998
2016-08-31,0.0,0.9149999624999999,0.0
2016-09-01,0.0,0.0,0.0
2016-09-02,0.0,0.0,0.0
2016-09-03,0.0,0.0,0.0
2016-09-04,0.0,0.0,0.0
2016-09-05,0.0,0.0,0.0
2016-09-06,0.0,0.0,0.0
2016-09-07,0.0,0.0,0.0
2016-09-08,23.900000000000002,32.324999337,28.099999795
2016-09-09,8.8,10.64499987085,8.619999494999998
2016-09-10,23.9,18.51499933435,13.4299999
2016-09-11,0.0,0.0,0.0
2016-09-12,0.0,0.0,0.0
2016-09-13,0.0,0.0,0.0
2016-09-14,7.8,1.5299999465,3.53
2016-09-15,0.0,0.08499999624,0.0
2016-09-16,2.8,9.4249997295,6.74999985
2016-09-17,3.9,12.50999983615,10.79499985
2016-09-18,0.0,0.0,0.0
2016-09-19,0.0,0.0,0.0
2016-09-20,0.0,0.0,0.0
2016-09-21,0.0,0.0,0.0
2016-09-22,0.0,0.0,0.0
2016-09-23,0.0,0.0,0.0
2016-09-24,0.0,0.0,0.0
2016-09-25,9.9,0.8949999745,2.4599998999999997
2016-09-26,1.6,6.534999857,1.22999998
2016-09-27,0.0,0.0,0.0
2016-09-28,0.0,0.41000000089,7.48
2016-09-29,2.2,0.16000000089,0.0
2016-09-30,4.0,2.0699999497999997,1.49
2016-10-01,6.8,3.37999989874,1.28
2016-10-02,0.0,0.0,0.0
2016-10-03,0.0,0.0,0.0
2016-10-04,0.0,0.0,0.0
2016-10-05,0.0,0.0,0.0
2016-10-06,0.0,0.254999988,1.065
2016-10-07,0.0,0.0,0.0
2016-10-08,0.0,0.0,0.0
2016-10-09,0.0,0.0,0.0
2016-10-10,0.0,0.0,0.0
2016-10-11,0.0,0.08499999815,0.0
2016-10-12,2.9,6.224999781799999,10.47499975
2016-10-13,0.5,0.694999995,1.415
2016-10-14,0.0,0.0,0.0
2016-10-15,0.0,0.0,0.0
